n_biomes,total_biome_area_Mha,mean_lai_1sided,mean_lai_2sided,total_MODIS_leaf_1sided_Mha,total_Cnsus_leaf_1sided_Mha,total_CnsusShrubs_leaf_1sided_Mha,total_MODIS_leaf_2sided_Mha,total_Cnsus_leaf_2sided_Mha,total_CnsusShrubs_leaf_2sided_Mha,total_MODIS_wood_Mha,total_Cnsus_wood_Mha,total_CnsusShrubs_wood_Mha,global_MODIS_woody_leaf_ratio_2sided,global_Cnsus_woody_leaf_ratio_2sided,global_CnsusShrubs_woody_leaf_ratio_2sided
13,11266,3.27,6.53,6221.5,10870.7,14586.7,12442.8,21741.6,29173.3,4997,7613,14819,0.4,0.35,0.51
