Reference_number,Total_LAI,Method,PFT,Vegetation_status,Dominant_species,Country,Latitude,Longitude,MAT_(Literature value),MAP_(Literature value),Potentially_erroneous_data,gauci_biome,pft_step,species_step,climate_step,spatial_step,LAI,LAI_numeric,q1,q3,iqr,lower_bound,upper_bound,is_outlier,outlier_type
1,7.9,D,DB,Mix,Fagus sylvatica,Germany,51.41666667,9.4,7.6,738,NA,Temperate Broadleaf & Mixed Forests,Temperate Broadleaf & Mixed Forests,ambiguous,Temperate Conifer Forests,Temperate Broadleaf & Mixed Forests,7.9,7.9,2.415,5.75,3.335,-2.5874999999999995,10.7525,FALSE,Within IQR
1,8.2,D,DB,Mix,Fagus sylvatica,Germany,51.41666667,9.4,7.6,738,NA,Temperate Broadleaf & Mixed Forests,Temperate Broadleaf & Mixed Forests,ambiguous,Temperate Conifer Forests,Temperate Broadleaf & Mixed Forests,8.2,8.2,2.415,5.75,3.335,-2.5874999999999995,10.7525,FALSE,Within IQR
1,7.6,D,DB,Mix,Fagus sylvatica,Germany,51.41666667,9.4,7.6,738,NA,Temperate Broadleaf & Mixed Forests,Temperate Broadleaf & Mixed Forests,ambiguous,Temperate Conifer Forests,Temperate Broadleaf & Mixed Forests,7.6,7.6,2.415,5.75,3.335,-2.5874999999999995,10.7525,FALSE,Within IQR
1,7.8,D,DB,Mix,Fagus sylvatica,Germany,51.41666667,9.4,7.6,738,NA,Temperate Broadleaf & Mixed Forests,Temperate Broadleaf & Mixed Forests,ambiguous,Temperate Conifer Forests,Temperate Broadleaf & Mixed Forests,7.8,7.8,2.415,5.75,3.335,-2.5874999999999995,10.7525,FALSE,Within IQR
1,7.1,D,DB,Mix,Fagus sylvatica,Germany,51.41666667,9.4,7.6,738,NA,Temperate Broadleaf & Mixed Forests,Temperate Broadleaf & Mixed Forests,ambiguous,Temperate Conifer Forests,Temperate Broadleaf & Mixed Forests,7.1,7.1,2.415,5.75,3.335,-2.5874999999999995,10.7525,FALSE,Within IQR
1,6.8,D,DB,Mix,Fagus sylvatica,Germany,51.53333333,10.03333333,7.6,710,NA,Temperate Broadleaf & Mixed Forests,Temperate Broadleaf & Mixed Forests,ambiguous,Temperate Conifer Forests,Temperate Broadleaf & Mixed Forests,6.8,6.8,2.415,5.75,3.335,-2.5874999999999995,10.7525,FALSE,Within IQR
1,9.1,D,DB,Mix,Fagus sylvatica,Germany,51.33333333,9.333333333,7.6,736,NA,Temperate Broadleaf & Mixed Forests,Temperate Broadleaf & Mixed Forests,ambiguous,Temperate Conifer Forests,Temperate Broadleaf & Mixed Forests,9.1,9.1,2.415,5.75,3.335,-2.5874999999999995,10.7525,FALSE,Within IQR
1,7.9,D,DB,Mix,Fagus sylvatica,Germany,51.33333333,9.333333333,7.6,736,NA,Temperate Broadleaf & Mixed Forests,Temperate Broadleaf & Mixed Forests,ambiguous,Temperate Conifer Forests,Temperate Broadleaf & Mixed Forests,7.9,7.9,2.415,5.75,3.335,-2.5874999999999995,10.7525,FALSE,Within IQR
1,5.6,D,DB,Mix,Fagus sylvatica,Germany,51.33333333,9.333333333,7.6,736,NA,Temperate Broadleaf & Mixed Forests,Temperate Broadleaf & Mixed Forests,ambiguous,Temperate Conifer Forests,Temperate Broadleaf & Mixed Forests,5.6,5.6,2.415,5.75,3.335,-2.5874999999999995,10.7525,FALSE,Within IQR
1,7.8,D,DB,Mix,Fagus sylvatica,Germany,51.33333333,9.333333333,7.6,736,NA,Temperate Broadleaf & Mixed Forests,Temperate Broadleaf & Mixed Forests,ambiguous,Temperate Conifer Forests,Temperate Broadleaf & Mixed Forests,7.8,7.8,2.415,5.75,3.335,-2.5874999999999995,10.7525,FALSE,Within IQR
1,7.4,D,DB,Mix,Fagus sylvatica,Germany,51.33333333,9.333333333,7.6,736,NA,Temperate Broadleaf & Mixed Forests,Temperate Broadleaf & Mixed Forests,ambiguous,Temperate Conifer Forests,Temperate Broadleaf & Mixed Forests,7.4,7.4,2.415,5.75,3.335,-2.5874999999999995,10.7525,FALSE,Within IQR
1,6.4,D,DB,Mix,Fagus sylvatica,Germany,52.1,9.966666667,7.6,822,NA,Temperate Broadleaf & Mixed Forests,Temperate Broadleaf & Mixed Forests,ambiguous,Temperate Conifer Forests,Temperate Broadleaf & Mixed Forests,6.4,6.4,2.415,5.75,3.335,-2.5874999999999995,10.7525,FALSE,Within IQR
1,6.5,D,DB,Mix,Fagus sylvatica,Germany,52.1,9.966666667,7.6,822,NA,Temperate Broadleaf & Mixed Forests,Temperate Broadleaf & Mixed Forests,ambiguous,Temperate Conifer Forests,Temperate Broadleaf & Mixed Forests,6.5,6.5,2.415,5.75,3.335,-2.5874999999999995,10.7525,FALSE,Within IQR
1,6.8,D,DB,Mix,Fagus sylvatica,Germany,52.1,9.966666667,7.6,822,NA,Temperate Broadleaf & Mixed Forests,Temperate Broadleaf & Mixed Forests,ambiguous,Temperate Conifer Forests,Temperate Broadleaf & Mixed Forests,6.8,6.8,2.415,5.75,3.335,-2.5874999999999995,10.7525,FALSE,Within IQR
1,6.4,D,DB,Mix,Fagus sylvatica,Germany,52.1,9.966666667,7.6,822,NA,Temperate Broadleaf & Mixed Forests,Temperate Broadleaf & Mixed Forests,ambiguous,Temperate Conifer Forests,Temperate Broadleaf & Mixed Forests,6.4,6.4,2.415,5.75,3.335,-2.5874999999999995,10.7525,FALSE,Within IQR
1,7.7,D,DB,Mix,Fagus sylvatica,Germany,52.1,9.966666667,7.6,822,NA,Temperate Broadleaf & Mixed Forests,Temperate Broadleaf & Mixed Forests,ambiguous,Temperate Conifer Forests,Temperate Broadleaf & Mixed Forests,7.7,7.7,2.415,5.75,3.335,-2.5874999999999995,10.7525,FALSE,Within IQR
1,9.5,D,DB,Mix,Fagus sylvatica,Germany,51.33333333,11.46666667,7.6,656,NA,Temperate Broadleaf & Mixed Forests,Temperate Broadleaf & Mixed Forests,ambiguous,Temperate Conifer Forests,Temperate Broadleaf & Mixed Forests,9.5,9.5,2.415,5.75,3.335,-2.5874999999999995,10.7525,FALSE,Within IQR
1,7.3,D,DB,Mix,Fagus sylvatica,Germany,51.33333333,11.46666667,7.6,656,NA,Temperate Broadleaf & Mixed Forests,Temperate Broadleaf & Mixed Forests,ambiguous,Temperate Conifer Forests,Temperate Broadleaf & Mixed Forests,7.3,7.3,2.415,5.75,3.335,-2.5874999999999995,10.7525,FALSE,Within IQR
1,6.5,D,DB,Mix,Fagus sylvatica,Germany,51.73333333,9.7,7.6,1031,NA,Temperate Broadleaf & Mixed Forests,Temperate Broadleaf & Mixed Forests,ambiguous,Temperate Conifer Forests,Temperate Broadleaf & Mixed Forests,6.5,6.5,2.415,5.75,3.335,-2.5874999999999995,10.7525,FALSE,Within IQR
1,6.7,D,DB,Mix,Fagus sylvatica,Germany,51.33333333,11.46666667,7.6,520,NA,Temperate Broadleaf & Mixed Forests,Temperate Broadleaf & Mixed Forests,ambiguous,Temperate Conifer Forests,Temperate Broadleaf & Mixed Forests,6.7,6.7,2.415,5.75,3.335,-2.5874999999999995,10.7525,FALSE,Within IQR
1,8.5,D,DB,Mix,Fagus sylvatica,Germany,51.33333333,11.46666667,7.6,520,NA,Temperate Broadleaf & Mixed Forests,Temperate Broadleaf & Mixed Forests,ambiguous,Temperate Conifer Forests,Temperate Broadleaf & Mixed Forests,8.5,8.5,2.415,5.75,3.335,-2.5874999999999995,10.7525,FALSE,Within IQR
1,8.6,D,DB,Mix,Fagus sylvatica,Germany,51.33333333,11.46666667,7.6,520,NA,Temperate Broadleaf & Mixed Forests,Temperate Broadleaf & Mixed Forests,ambiguous,Temperate Conifer Forests,Temperate Broadleaf & Mixed Forests,8.6,8.6,2.415,5.75,3.335,-2.5874999999999995,10.7525,FALSE,Within IQR
1,6.8,D,DB,Mix,Fagus sylvatica,Germany,52.75,10.5,7.6,801,NA,Temperate Broadleaf & Mixed Forests,Temperate Broadleaf & Mixed Forests,ambiguous,Temperate Conifer Forests,Temperate Broadleaf & Mixed Forests,6.8,6.8,2.415,5.75,3.335,-2.5874999999999995,10.7525,FALSE,Within IQR
2,6,D,DB,Mix,Fagus sylvatica,Germany,51.8,9.6,7.3,970,NA,Temperate Broadleaf & Mixed Forests,Temperate Broadleaf & Mixed Forests,ambiguous,Temperate Conifer Forests,Temperate Broadleaf & Mixed Forests,6,6,2.415,5.75,3.335,-2.5874999999999995,10.7525,FALSE,Within IQR
2,6.72,D,DB,Mix,Fagus sylvatica,Germany,51.71666667,9.666666667,7.4,950,NA,Temperate Broadleaf & Mixed Forests,Temperate Broadleaf & Mixed Forests,ambiguous,Temperate Conifer Forests,Temperate Broadleaf & Mixed Forests,6.72,6.72,2.415,5.75,3.335,-2.5874999999999995,10.7525,FALSE,Within IQR
2,7.9,D,DB,Mix,Fagus sylvatica,Germany,51.73333333,9.433333333,7.7,910,NA,Temperate Broadleaf & Mixed Forests,Temperate Broadleaf & Mixed Forests,ambiguous,Temperate Conifer Forests,Temperate Broadleaf & Mixed Forests,7.9,7.9,2.415,5.75,3.335,-2.5874999999999995,10.7525,FALSE,Within IQR
2,7.38,D,DB,Mix,Fagus sylvatica,Germany,51.95,10.03333333,8.2,860,NA,Temperate Broadleaf & Mixed Forests,Temperate Broadleaf & Mixed Forests,ambiguous,Temperate Conifer Forests,Temperate Broadleaf & Mixed Forests,7.38,7.38,2.415,5.75,3.335,-2.5874999999999995,10.7525,FALSE,Within IQR
2,6.9,D,DB,Mix,Fagus sylvatica,Germany,51.53333333,9.65,7.3,820,NA,Temperate Broadleaf & Mixed Forests,Temperate Broadleaf & Mixed Forests,ambiguous,Temperate Conifer Forests,Temperate Broadleaf & Mixed Forests,6.9,6.9,2.415,5.75,3.335,-2.5874999999999995,10.7525,FALSE,Within IQR
2,7.12,D,DB,Mix,Fagus sylvatica,Germany,51.31666667,9.733333333,7.1,800,NA,Temperate Broadleaf & Mixed Forests,Temperate Broadleaf & Mixed Forests,ambiguous,Temperate Conifer Forests,Temperate Broadleaf & Mixed Forests,7.12,7.12,2.415,5.75,3.335,-2.5874999999999995,10.7525,FALSE,Within IQR
2,6.9,D,DB,Mix,Fagus sylvatica,Germany,51.48333333,10.01666667,8.2,680,NA,Temperate Broadleaf & Mixed Forests,Temperate Broadleaf & Mixed Forests,ambiguous,Temperate Conifer Forests,Temperate Broadleaf & Mixed Forests,6.9,6.9,2.415,5.75,3.335,-2.5874999999999995,10.7525,FALSE,Within IQR
2,7.18,D,DB,Mix,Fagus sylvatica,Germany,51.38333333,10.48333333,7.7,670,NA,Temperate Broadleaf & Mixed Forests,Temperate Broadleaf & Mixed Forests,ambiguous,Temperate Conifer Forests,Temperate Broadleaf & Mixed Forests,7.18,7.18,2.415,5.75,3.335,-2.5874999999999995,10.7525,FALSE,Within IQR
2,6.18,D,DB,Mix,Fagus sylvatica,Germany,51.53333333,10.45,7.8,650,NA,Temperate Broadleaf & Mixed Forests,Temperate Broadleaf & Mixed Forests,ambiguous,Temperate Conifer Forests,Temperate Broadleaf & Mixed Forests,6.18,6.18,2.415,5.75,3.335,-2.5874999999999995,10.7525,FALSE,Within IQR
2,7.14,D,DB,Mix,Fagus sylvatica,Germany,51.28333333,11.15833333,7.9,580,NA,Temperate Broadleaf & Mixed Forests,Temperate Broadleaf & Mixed Forests,ambiguous,Temperate Conifer Forests,Temperate Broadleaf & Mixed Forests,7.14,7.14,2.415,5.75,3.335,-2.5874999999999995,10.7525,FALSE,Within IQR
2,7.14,D,DB,Mix,Fagus sylvatica,Germany,51.325,11.425,8.3,550,NA,Temperate Broadleaf & Mixed Forests,Temperate Broadleaf & Mixed Forests,ambiguous,Temperate Conifer Forests,Temperate Broadleaf & Mixed Forests,7.14,7.14,2.415,5.75,3.335,-2.5874999999999995,10.7525,FALSE,Within IQR
2,9.2,D,DB,Mix,Fagus sylvatica,Germany,51.36666667,11.41666667,8,520,NA,Temperate Broadleaf & Mixed Forests,Temperate Broadleaf & Mixed Forests,ambiguous,Temperate Conifer Forests,Temperate Broadleaf & Mixed Forests,9.2,9.2,2.415,5.75,3.335,-2.5874999999999995,10.7525,FALSE,Within IQR
3,7.4,D,DB,Not described,Fagus sylvatica,Italy,43.98333333,11.91666667,NA,NA,NA,Temperate Broadleaf & Mixed Forests,Temperate Broadleaf & Mixed Forests,ambiguous,ambiguous,"Mediterranean Forests, Woodlands & Scrub",7.4,7.4,2.415,5.75,3.335,-2.5874999999999995,10.7525,FALSE,Within IQR
3,4.91,D,DB,Not described,Fagus sylvatica,Italy,41.86666667,13.63333333,7.2,1100,NA,Temperate Broadleaf & Mixed Forests,Temperate Broadleaf & Mixed Forests,ambiguous,Temperate Conifer Forests,Temperate Broadleaf & Mixed Forests,4.91,4.91,2.415,5.75,3.335,-2.5874999999999995,10.7525,FALSE,Within IQR
3,7.4,D,DB,Not described,Quercus cerris,Italy,43.71666667,12.03333333,11.6,1083,NA,Temperate Broadleaf & Mixed Forests,Temperate Broadleaf & Mixed Forests,"Mediterranean Forests, Woodlands & Scrub",Temperate Conifer Forests,"Mediterranean Forests, Woodlands & Scrub",7.4,7.4,2.415,5.75,3.335,-2.5874999999999995,10.7525,FALSE,Within IQR
3,4.9,D,DB,Not described,Quercus cerris,Italy,43.23333333,10.7,15.4,841,NA,Temperate Broadleaf & Mixed Forests,Temperate Broadleaf & Mixed Forests,"Mediterranean Forests, Woodlands & Scrub","Mediterranean Forests, Woodlands & Scrub","Mediterranean Forests, Woodlands & Scrub",4.9,4.9,2.415,5.75,3.335,-2.5874999999999995,10.7525,FALSE,Within IQR
4,7.4,D,DB,Natural,Fagus sylvatica,France,48.453,7.927,10.1,770,NA,Temperate Broadleaf & Mixed Forests,Temperate Broadleaf & Mixed Forests,ambiguous,Temperate Conifer Forests,Temperate Broadleaf & Mixed Forests,7.4,7.4,2.415,5.75,3.335,-2.5874999999999995,10.7525,FALSE,Within IQR
5,0.65,IC,EB,Natural,Eucalyptus cupularis/Eucalyptus fasciculosa,Australia,-35.09,138.68,14.9,791,NA,Temperate Broadleaf & Mixed Forests,Temperate Broadleaf & Mixed Forests,ambiguous,"Mediterranean Forests, Woodlands & Scrub","Mediterranean Forests, Woodlands & Scrub",0.65,0.65,2.415,5.75,3.335,-2.5874999999999995,10.7525,FALSE,Within IQR
5,0.44,IC,EB,Natural,Eucalyptus fasciculosa,Australia,-35.29,138.45,16,546,NA,Temperate Broadleaf & Mixed Forests,Temperate Broadleaf & Mixed Forests,ambiguous,"Mediterranean Forests, Woodlands & Scrub","Mediterranean Forests, Woodlands & Scrub",0.44,0.44,2.415,5.75,3.335,-2.5874999999999995,10.7525,FALSE,Within IQR
5,1.34,IC,EB,Natural,Eucalyptus obliqua,Australia,-35.29,138.58,14.2,878,NA,Temperate Broadleaf & Mixed Forests,Temperate Broadleaf & Mixed Forests,ambiguous,"Mediterranean Forests, Woodlands & Scrub","Mediterranean Forests, Woodlands & Scrub",1.34,1.34,2.415,5.75,3.335,-2.5874999999999995,10.7525,FALSE,Within IQR
5,0.25,IC,EB,Natural,Eucalyptus letophylla/Eucalyptus incrassata,Australia,-34.4864,139.918,16.3,288,NA,"Mediterranean Forests, Woodlands & Scrub","Mediterranean Forests, Woodlands & Scrub",ambiguous,"Temperate Grasslands, Savannas &Shrublands","Mediterranean Forests, Woodlands & Scrub",0.25,0.25,0.36,0.8,0.44000000000000006,-0.30000000000000016,1.4600000000000002,FALSE,Within IQR
5,0.95,IC,EB,Natural,Eucalyptus luecoxylon,Australia,-35.41,138.73,15.3,598,NA,Temperate Broadleaf & Mixed Forests,Temperate Broadleaf & Mixed Forests,ambiguous,"Mediterranean Forests, Woodlands & Scrub","Mediterranean Forests, Woodlands & Scrub",0.95,0.95,2.415,5.75,3.335,-2.5874999999999995,10.7525,FALSE,Within IQR
5,0.75,IC,EB,Natural,Eucalyptus fasciculosa,Australia,-35.4108,138.7337,15.3,590,NA,Temperate Broadleaf & Mixed Forests,Temperate Broadleaf & Mixed Forests,ambiguous,"Mediterranean Forests, Woodlands & Scrub","Mediterranean Forests, Woodlands & Scrub",0.75,0.75,2.415,5.75,3.335,-2.5874999999999995,10.7525,FALSE,Within IQR
5,0.69,IC,EB,Natural,Eucalyptus porosa,Australia,-35.312,138.7954,14.9,647,NA,Temperate Broadleaf & Mixed Forests,Temperate Broadleaf & Mixed Forests,ambiguous,"Mediterranean Forests, Woodlands & Scrub","Mediterranean Forests, Woodlands & Scrub",0.69,0.69,2.415,5.75,3.335,-2.5874999999999995,10.7525,FALSE,Within IQR
5,1.23,IC,EB,Natural,Eucalyptus obliqua,Australia,-35.2973,138.6833,14.2,842,NA,Temperate Broadleaf & Mixed Forests,Temperate Broadleaf & Mixed Forests,ambiguous,"Mediterranean Forests, Woodlands & Scrub","Mediterranean Forests, Woodlands & Scrub",1.23,1.23,2.415,5.75,3.335,-2.5874999999999995,10.7525,FALSE,Within IQR
5,0.99,IC,EB,Natural,Eucalyptus viminalis,Australia,-35.0746,138.6929,14.5,855,NA,Temperate Broadleaf & Mixed Forests,Temperate Broadleaf & Mixed Forests,ambiguous,"Mediterranean Forests, Woodlands & Scrub","Mediterranean Forests, Woodlands & Scrub",0.99,0.99,2.415,5.75,3.335,-2.5874999999999995,10.7525,FALSE,Within IQR
5,1.13,IC,EB,Natural,Eucalyptus radiata,Australia,-36.6605,149.3208,9.8,737,NA,Temperate Broadleaf & Mixed Forests,Temperate Broadleaf & Mixed Forests,ambiguous,"Mediterranean Forests, Woodlands & Scrub",Temperate Broadleaf & Mixed Forests,1.13,1.13,2.415,5.75,3.335,-2.5874999999999995,10.7525,FALSE,Within IQR
5,1.96,IC,EB,Natural,Eucalyptus sieberi,Australia,-37.2529,149.8751,14.9,863,NA,Temperate Broadleaf & Mixed Forests,Temperate Broadleaf & Mixed Forests,ambiguous,"Mediterranean Forests, Woodlands & Scrub",Temperate Broadleaf & Mixed Forests,1.96,1.96,2.415,5.75,3.335,-2.5874999999999995,10.7525,FALSE,Within IQR
5,1.08,IC,EB,Natural,Eucalyptus ovata,Australia,-37.2943,149.9186,14.9,851,NA,Temperate Broadleaf & Mixed Forests,Temperate Broadleaf & Mixed Forests,ambiguous,"Mediterranean Forests, Woodlands & Scrub",Temperate Broadleaf & Mixed Forests,1.08,1.08,2.415,5.75,3.335,-2.5874999999999995,10.7525,FALSE,Within IQR
5,1.95,IC,EB,Natural,Eucalyptus cypellocarpa,Australia,-37.2902,149.8902,15,853,NA,Temperate Broadleaf & Mixed Forests,Temperate Broadleaf & Mixed Forests,ambiguous,"Mediterranean Forests, Woodlands & Scrub",Temperate Broadleaf & Mixed Forests,1.95,1.95,2.415,5.75,3.335,-2.5874999999999995,10.7525,FALSE,Within IQR
5,1.93,IC,EB,Natural,Eucalyptus obliqua/Eucalyptus cypellocarpa,Australia,-36.975,149.4321,11.6,905,NA,Temperate Broadleaf & Mixed Forests,Temperate Broadleaf & Mixed Forests,ambiguous,"Mediterranean Forests, Woodlands & Scrub",Temperate Broadleaf & Mixed Forests,1.93,1.93,2.415,5.75,3.335,-2.5874999999999995,10.7525,FALSE,Within IQR
5,1.8,IC,EB,Natural,Eucalyptus dives,Australia,-37.1267,149.405,12.1,912,NA,Temperate Broadleaf & Mixed Forests,Temperate Broadleaf & Mixed Forests,ambiguous,"Mediterranean Forests, Woodlands & Scrub",Temperate Broadleaf & Mixed Forests,1.8,1.8,2.415,5.75,3.335,-2.5874999999999995,10.7525,FALSE,Within IQR
5,2.93,IC,EB,Natural,Eucalyptus fastigata,Australia,-36.9927,149.4036,10.6,926,NA,Temperate Broadleaf & Mixed Forests,Temperate Broadleaf & Mixed Forests,ambiguous,"Mediterranean Forests, Woodlands & Scrub",Temperate Broadleaf & Mixed Forests,2.93,2.93,2.415,5.75,3.335,-2.5874999999999995,10.7525,FALSE,Within IQR
5,0.72,IC,EB,Natural,Eucalyptus bridgesiana,Australia,-36.8205,149.0445,11.4,631,NA,Temperate Broadleaf & Mixed Forests,Temperate Broadleaf & Mixed Forests,ambiguous,"Mediterranean Forests, Woodlands & Scrub",Temperate Broadleaf & Mixed Forests,0.72,0.72,2.415,5.75,3.335,-2.5874999999999995,10.7525,FALSE,Within IQR
5,1.34,IC,EB,Natural,Eucalyptus viminalis/Eucalyptus pauciflora,Australia,-36.6875,149.3929,10.8,776,NA,Temperate Broadleaf & Mixed Forests,Temperate Broadleaf & Mixed Forests,ambiguous,"Mediterranean Forests, Woodlands & Scrub",Temperate Broadleaf & Mixed Forests,1.34,1.34,2.415,5.75,3.335,-2.5874999999999995,10.7525,FALSE,Within IQR
5,0.66,IC,EB,Natural,Eucalyptus stellulata,Australia,-36.4751,148.3607,7.7,1692,NA,Temperate Broadleaf & Mixed Forests,Temperate Broadleaf & Mixed Forests,ambiguous,Temperate Broadleaf & Mixed Forests,Montane Grasslands & Shrublands,0.66,0.66,2.415,5.75,3.335,-2.5874999999999995,10.7525,FALSE,Within IQR
5,2.11,IC,EB,Natural,Eucalyptus delegatensis,Australia,-36.4712,148.3597,7.7,1679,NA,Temperate Broadleaf & Mixed Forests,Temperate Broadleaf & Mixed Forests,ambiguous,Temperate Broadleaf & Mixed Forests,Montane Grasslands & Shrublands,2.11,2.11,2.415,5.75,3.335,-2.5874999999999995,10.7525,FALSE,Within IQR
5,0.85,IC,EB,Natural,Eucalyptus pauciflora,Australia,-36.4327,148.3273,5.1,1787,NA,Temperate Broadleaf & Mixed Forests,Temperate Broadleaf & Mixed Forests,ambiguous,Temperate Broadleaf & Mixed Forests,Montane Grasslands & Shrublands,0.85,0.85,2.415,5.75,3.335,-2.5874999999999995,10.7525,FALSE,Within IQR
5,2,IC,DB,Natural,Nothofagus antarctica,Argentina,-46.000945,-71.01143833,5.4,492,NA,Temperate Broadleaf & Mixed Forests,Temperate Broadleaf & Mixed Forests,ambiguous,"Temperate Grasslands, Savannas &Shrublands","Temperate Grasslands, Savannas &Shrublands",2,2,2.415,5.75,3.335,-2.5874999999999995,10.7525,FALSE,Within IQR
5,1.21,IC,DB,Natural,Nothofagus antarctica,Argentina,-46.01471333,-71.0147,5,366,NA,Temperate Broadleaf & Mixed Forests,Temperate Broadleaf & Mixed Forests,ambiguous,"Temperate Grasslands, Savannas &Shrublands","Temperate Grasslands, Savannas &Shrublands",1.21,1.21,2.415,5.75,3.335,-2.5874999999999995,10.7525,FALSE,Within IQR
5,1.72,IC,DB,Natural,Nothofagus pumilio,Argentina,-46.01444333,-71.01444333,5.5,356,NA,Temperate Broadleaf & Mixed Forests,Temperate Broadleaf & Mixed Forests,ambiguous,"Temperate Grasslands, Savannas &Shrublands","Temperate Grasslands, Savannas &Shrublands",1.72,1.72,2.415,5.75,3.335,-2.5874999999999995,10.7525,FALSE,Within IQR
5,1.61,IC,DB,Natural,Nothofagus antarctica,Argentina,-51.00524667,-72.00304667,5.1,340,NA,Temperate Broadleaf & Mixed Forests,Temperate Broadleaf & Mixed Forests,ambiguous,"Temperate Grasslands, Savannas &Shrublands","Temperate Grasslands, Savannas &Shrublands",1.61,1.61,2.415,5.75,3.335,-2.5874999999999995,10.7525,FALSE,Within IQR
5,1.82,IC,DB,Natural,Nothofagus antarctica,Argentina,-51.00370833,-72.00439833,5.9,331,NA,Temperate Broadleaf & Mixed Forests,Temperate Broadleaf & Mixed Forests,ambiguous,"Temperate Grasslands, Savannas &Shrublands","Temperate Grasslands, Savannas &Shrublands",1.82,1.82,2.415,5.75,3.335,-2.5874999999999995,10.7525,FALSE,Within IQR
5,1.94,IC,DB,Natural,Nothofagus pumilio,Argentina,-51.00370833,-72.00465,5.4,350,NA,Temperate Broadleaf & Mixed Forests,Temperate Broadleaf & Mixed Forests,ambiguous,"Temperate Grasslands, Savannas &Shrublands","Temperate Grasslands, Savannas &Shrublands",1.94,1.94,2.415,5.75,3.335,-2.5874999999999995,10.7525,FALSE,Within IQR
5,0.91,IC,DB,Natural,Nothofagus antarctica,Argentina,-51.01388,-71.01182833,6.4,314,NA,Temperate Broadleaf & Mixed Forests,Temperate Broadleaf & Mixed Forests,ambiguous,"Temperate Grasslands, Savannas &Shrublands","Temperate Grasslands, Savannas &Shrublands",0.91,0.91,2.415,5.75,3.335,-2.5874999999999995,10.7525,FALSE,Within IQR
5,2.24,IC,DB,Natural,Nothofagus pumilio,Argentina,-51.009565,-72.000085,3.8,383,NA,Temperate Broadleaf & Mixed Forests,Temperate Broadleaf & Mixed Forests,ambiguous,"Temperate Grasslands, Savannas &Shrublands","Temperate Grasslands, Savannas &Shrublands",2.24,2.24,2.415,5.75,3.335,-2.5874999999999995,10.7525,FALSE,Within IQR
5,0.75,IC,DB,Natural,Nothofagus antarctica,Argentina,-51.01029167,-71.01652167,5.1,351,NA,Temperate Broadleaf & Mixed Forests,Temperate Broadleaf & Mixed Forests,ambiguous,"Temperate Grasslands, Savannas &Shrublands","Temperate Grasslands, Savannas &Shrublands",0.75,0.75,2.415,5.75,3.335,-2.5874999999999995,10.7525,FALSE,Within IQR
5,1.94,IC,DB,Natural,Nothofagus pumilio,Argentina,-51.01032167,-71.01654667,5.2,352,NA,Temperate Broadleaf & Mixed Forests,Temperate Broadleaf & Mixed Forests,ambiguous,"Temperate Grasslands, Savannas &Shrublands","Temperate Grasslands, Savannas &Shrublands",1.94,1.94,2.415,5.75,3.335,-2.5874999999999995,10.7525,FALSE,Within IQR
5,2.21,IC,DB,Natural,Nothofagus pumilio,Argentina,-51.00889333,-72.00234667,4.5,388,NA,Temperate Broadleaf & Mixed Forests,Temperate Broadleaf & Mixed Forests,ambiguous,"Temperate Grasslands, Savannas &Shrublands","Temperate Grasslands, Savannas &Shrublands",2.21,2.21,2.415,5.75,3.335,-2.5874999999999995,10.7525,FALSE,Within IQR
5,1.19,IC,DB,Natural,Nothofagus pumilio,Argentina,-51.00954167,-72.00516167,3.4,508,NA,Temperate Broadleaf & Mixed Forests,Temperate Broadleaf & Mixed Forests,ambiguous,Temperate Conifer Forests,"Temperate Grasslands, Savannas &Shrublands",1.19,1.19,2.415,5.75,3.335,-2.5874999999999995,10.7525,FALSE,Within IQR
5,2.6,IC,DB,Natural,Nothofagus antarctica,Argentina,-50.009225,-72.01403333,7.2,640,NA,Temperate Broadleaf & Mixed Forests,Temperate Broadleaf & Mixed Forests,ambiguous,Temperate Conifer Forests,"Temperate Grasslands, Savannas &Shrublands",2.6,2.6,2.415,5.75,3.335,-2.5874999999999995,10.7525,FALSE,Within IQR
5,2.22,IC,DB,Natural,Nothofagus antarctica,Argentina,-50.00874167,-72.01302667,7.3,577,NA,Temperate Broadleaf & Mixed Forests,Temperate Broadleaf & Mixed Forests,ambiguous,Temperate Conifer Forests,"Temperate Grasslands, Savannas &Shrublands",2.22,2.22,2.415,5.75,3.335,-2.5874999999999995,10.7525,FALSE,Within IQR
5,2.02,IC,DB,Natural,Nothofagus pumilio,Argentina,-50.007185,-72.01261,7.5,555,NA,Temperate Broadleaf & Mixed Forests,Temperate Broadleaf & Mixed Forests,ambiguous,Temperate Conifer Forests,"Temperate Grasslands, Savannas &Shrublands",2.02,2.02,2.415,5.75,3.335,-2.5874999999999995,10.7525,FALSE,Within IQR
5,2.58,IC,DB,Natural,Nothofagus betuloides,Argentina,-50.00775833,-73.00047667,7.4,844,NA,Temperate Broadleaf & Mixed Forests,Temperate Broadleaf & Mixed Forests,ambiguous,Temperate Conifer Forests,Temperate Broadleaf & Mixed Forests,2.58,2.58,2.415,5.75,3.335,-2.5874999999999995,10.7525,FALSE,Within IQR
