Reference_number,Total_LAI,Method,PFT,Vegetation_status,Dominant_species,Country,Latitude,Longitude,MAT_(Literature value),MAP_(Literature value),Potentially_erroneous_data,gauci_biome,pft_step,species_step,climate_step,spatial_step,LAI,LAI_numeric,q1,q3,iqr,lower_bound,upper_bound,is_outlier,outlier_type
20,1.85,D,EB,Not described,Rhododendron nivale,China,29.61055556,94.65194444,0.42,721.03,NA,Temperate Broadleaf & Mixed Forests,Temperate Broadleaf & Mixed Forests,ambiguous,Boreal Forests/Taiga,Temperate Conifer Forests,1.85,1.85,2.415,5.75,3.335,-2.5874999999999995,10.7525,FALSE,Within IQR
20,5.69,D,DB,Natural,Betula spp.,China,30,93.5,2.62,482.83,NA,Temperate Broadleaf & Mixed Forests,Temperate Broadleaf & Mixed Forests,ambiguous,"Temperate Grasslands, Savannas &Shrublands",Temperate Conifer Forests,5.69,5.69,2.415,5.75,3.335,-2.5874999999999995,10.7525,FALSE,Within IQR
20,6.81,D,EB,Natural,Quercus semicarpiforlia,China,29.75972222,94.02194444,6.8,579.4,NA,Temperate Broadleaf & Mixed Forests,Temperate Broadleaf & Mixed Forests,ambiguous,Temperate Conifer Forests,Temperate Conifer Forests,6.81,6.81,2.415,5.75,3.335,-2.5874999999999995,10.7525,FALSE,Within IQR
20,6.71,D,Mix,Natural,"Pinus densata, Quercus semicarpiforlia",China,29.75361111,94.24222222,6.8,630.9,NA,Temperate Broadleaf & Mixed Forests,Temperate Broadleaf & Mixed Forests,ambiguous,Temperate Conifer Forests,Temperate Conifer Forests,6.71,6.71,2.415,5.75,3.335,-2.5874999999999995,10.7525,FALSE,Within IQR
20,6.71,D,Mix,Natural,"Pinus densata, Quercus semicarpiforlia",China,29.567222,94.5075,6.8,630.9,NA,Temperate Broadleaf & Mixed Forests,Temperate Broadleaf & Mixed Forests,ambiguous,Temperate Conifer Forests,Temperate Conifer Forests,6.71,6.71,2.415,5.75,3.335,-2.5874999999999995,10.7525,FALSE,Within IQR
20,12.41,D,EC,Natural,Abies georget,China,29.55888889,94.5575,3.32,708.15,NA,Temperate Conifer Forests,Temperate Conifer Forests,ambiguous,Temperate Conifer Forests,Temperate Conifer Forests,12.41,12.41,3.3125,7.59,4.2775,-3.10375,14.00625,FALSE,Within IQR
20,8.86,D,EC,Natural,Abies georget,China,29.58111111,94.59194444,1.69,740.34,NA,Temperate Conifer Forests,Temperate Conifer Forests,ambiguous,Boreal Forests/Taiga,Temperate Conifer Forests,8.86,8.86,3.3125,7.59,4.2775,-3.10375,14.00625,FALSE,Within IQR
20,4.54,D,Mix,Natural,"Sabina saltuaria, Rhododendron",China,29.61527778,94.62277778,-0.01,721.03,NA,Boreal Forests/Taiga,Boreal Forests/Taiga,ambiguous,Boreal Forests/Taiga,Temperate Conifer Forests,4.54,4.54,1.51,4.4225,2.9125000000000005,-2.8587500000000006,8.791250000000002,FALSE,Within IQR
20,10.18,D,EC,Natural,Abies georget,China,29.65111111,94.71416667,2.58,778.97,NA,Temperate Conifer Forests,Temperate Conifer Forests,ambiguous,Temperate Conifer Forests,Temperate Conifer Forests,10.18,10.18,3.3125,7.59,4.2775,-3.10375,14.00625,FALSE,Within IQR
20,4.55,D,Mix,Natural,"Cyclobalanopsis oxyodon, Lithocarpus cleistocarpus, Phoebe chinensis, Lindera pulcherrina, Acer spp., Populus spp.",China,29.60444444,102.0572222,8.42,1300.43,NA,Temperate Broadleaf & Mixed Forests,Temperate Broadleaf & Mixed Forests,ambiguous,Temperate Broadleaf & Mixed Forests,Temperate Conifer Forests,4.55,4.55,2.415,5.75,3.335,-2.5874999999999995,10.7525,FALSE,Within IQR
20,6.23,D,Mix,Natural,"Phoebe chinesis, Lithocarpus cleistocarpus, Acer sp., Populus purdomii",China,29.58694444,102.0244444,10.47,1506.44,NA,Temperate Broadleaf & Mixed Forests,Temperate Broadleaf & Mixed Forests,ambiguous,Temperate Broadleaf & Mixed Forests,Temperate Conifer Forests,6.23,6.23,2.415,5.75,3.335,-2.5874999999999995,10.7525,FALSE,Within IQR
20,10.31,D,Mix,Natural,"Abies fabri, Picea brachytyla, Tsuga chinesis, Acer sp., Betula sp.",China,29.58611111,102.0222222,5.14,1834.76,NA,Temperate Broadleaf & Mixed Forests,Temperate Broadleaf & Mixed Forests,ambiguous,Temperate Broadleaf & Mixed Forests,Temperate Conifer Forests,10.31,10.31,2.415,5.75,3.335,-2.5874999999999995,10.7525,FALSE,Within IQR
20,7.78,D,EC,Natural,Abies fabri,China,29.57611111,101.9986111,4.01,1924.89,NA,Temperate Conifer Forests,Temperate Conifer Forests,ambiguous,Temperate Broadleaf & Mixed Forests,Montane Grasslands & Shrublands,7.78,7.78,3.3125,7.59,4.2775,-3.10375,14.00625,FALSE,Within IQR
20,10.17,D,EC,Natural,"Abies fabri, Populus purdomii",China,29.57611111,101.9986111,4.01,1924.89,NA,Temperate Conifer Forests,Temperate Conifer Forests,ambiguous,Temperate Broadleaf & Mixed Forests,Montane Grasslands & Shrublands,10.17,10.17,3.3125,7.59,4.2775,-3.10375,14.00625,FALSE,Within IQR
21,4.31,D,DB,Natural,Quercus,China,33.48333333,111.9333333,NA,NA,NA,Temperate Broadleaf & Mixed Forests,Temperate Broadleaf & Mixed Forests,ambiguous,ambiguous,Temperate Broadleaf & Mixed Forests,4.31,4.31,2.415,5.75,3.335,-2.5874999999999995,10.7525,FALSE,Within IQR
21,7.11,D,EB,Natural,Tropical forest tree species,China,21.96666667,101.2,NA,NA,NA,Temperate Broadleaf & Mixed Forests,Temperate Broadleaf & Mixed Forests,ambiguous,ambiguous,Tropical & Subtropical Moist Broadleaf Forests,7.11,7.11,2.415,5.75,3.335,-2.5874999999999995,10.7525,FALSE,Within IQR
22,4.9,D,DB,Not described,Quercus rubra,Netherlands,52.03861111,5.751666667,NA,NA,NA,Temperate Broadleaf & Mixed Forests,Temperate Broadleaf & Mixed Forests,ambiguous,ambiguous,Temperate Broadleaf & Mixed Forests,4.9,4.9,2.415,5.75,3.335,-2.5874999999999995,10.7525,FALSE,Within IQR
23,5.29,IR,DB,Not described,Fagus sylvatica,Germany,54.1,10.25,8.1,697,NA,Temperate Broadleaf & Mixed Forests,Temperate Broadleaf & Mixed Forests,ambiguous,Temperate Conifer Forests,Temperate Broadleaf & Mixed Forests,5.29,5.29,2.415,5.75,3.335,-2.5874999999999995,10.7525,FALSE,Within IQR
24,7.02,D,EC,Plantation,Picea abies,France,48.2,7.183333333,6,1500,NA,Temperate Conifer Forests,Temperate Conifer Forests,ambiguous,Temperate Broadleaf & Mixed Forests,Temperate Broadleaf & Mixed Forests,7.02,7.02,3.3125,7.59,4.2775,-3.10375,14.00625,FALSE,Within IQR
25,5.28,IC,EC,Plantation,Pinus sylvestris,Germany,47.93333333,7.616666667,9.8,667,NA,Temperate Conifer Forests,Temperate Conifer Forests,ambiguous,Temperate Conifer Forests,Temperate Broadleaf & Mixed Forests,5.28,5.28,3.3125,7.59,4.2775,-3.10375,14.00625,FALSE,Within IQR
25,10.12,IR,EB,Natural,"Eperua falcata, Vouacapoua americana, Dicorynia guianensis, Carapa procera",French Guiana,5.2,-53,25.8,2900,NA,Tropical & Subtropical Moist Broadleaf Forests,Tropical & Subtropical Moist Broadleaf Forests,ambiguous,Tropical & Subtropical Moist Broadleaf Forests,Tropical & Subtropical Moist Broadleaf Forests,10.12,10.12,3.0925000000000002,6.71,3.6174999999999997,-2.3337499999999993,12.13625,FALSE,Within IQR
26,4.5,IC,EC,Plantation,Pinus ponderosa,USA,38.89525,-120.63275,11.3,1608,NA,Temperate Conifer Forests,Temperate Conifer Forests,ambiguous,Temperate Broadleaf & Mixed Forests,Temperate Conifer Forests,4.5,4.5,3.3125,7.59,4.2775,-3.10375,14.00625,FALSE,Within IQR
26,1.29,IR,EB,Natural,Adenostoma fasciculatum,USA,33.37,-117.38,12.2,491,X,"Mediterranean Forests, Woodlands & Scrub","Mediterranean Forests, Woodlands & Scrub",ambiguous,"Mediterranean Forests, Woodlands & Scrub","Mediterranean Forests, Woodlands & Scrub",1.29,1.29,0.36,0.8,0.44000000000000006,-0.30000000000000016,1.4600000000000002,FALSE,Within IQR
26,2.76,IR,EB,Natural,"Quercus ilex, Quercus suber",Portugal,38.54,-8,16,658,X,Temperate Broadleaf & Mixed Forests,Temperate Broadleaf & Mixed Forests,"Mediterranean Forests, Woodlands & Scrub","Mediterranean Forests, Woodlands & Scrub","Mediterranean Forests, Woodlands & Scrub",2.76,2.76,2.415,5.75,3.335,-2.5874999999999995,10.7525,FALSE,Within IQR
26,6.04,IR,EC,Plantation,Pinus pinaster,France,44.72,-0.77,12.9,955,NA,Temperate Conifer Forests,Temperate Conifer Forests,ambiguous,"Mediterranean Forests, Woodlands & Scrub",Temperate Broadleaf & Mixed Forests,6.04,6.04,3.3125,7.59,4.2775,-3.10375,14.00625,FALSE,Within IQR
26,3.48,IR,EB,Natural,Quercus ilex,France,43.74,3.6,13.4,883,X,Temperate Broadleaf & Mixed Forests,Temperate Broadleaf & Mixed Forests,"Mediterranean Forests, Woodlands & Scrub","Mediterranean Forests, Woodlands & Scrub","Mediterranean Forests, Woodlands & Scrub",3.48,3.48,2.415,5.75,3.335,-2.5874999999999995,10.7525,FALSE,Within IQR
26,3.79,IR,Mix,Natural,"Pistacia lentiscus, Juniperus phoenicea",Italy,40.61,8.15,16.8,643,NA,Temperate Broadleaf & Mixed Forests,Temperate Broadleaf & Mixed Forests,ambiguous,"Mediterranean Forests, Woodlands & Scrub","Mediterranean Forests, Woodlands & Scrub",3.79,3.79,2.415,5.75,3.335,-2.5874999999999995,10.7525,FALSE,Within IQR
26,2.35,IR,DB,Plantation,"Quercus robur, Fraxinus oxyphylla",Italy,44.69,11.09,14.5,1000,NA,Temperate Broadleaf & Mixed Forests,Temperate Broadleaf & Mixed Forests,"Mediterranean Forests, Woodlands & Scrub",Temperate Conifer Forests,Temperate Broadleaf & Mixed Forests,2.35,2.35,2.415,5.75,3.335,-2.5874999999999995,10.7525,FALSE,Within IQR
26,5.06,IR,DB,Natural,Quercus cerris,Italy,42.39,11.92,14.4,936,NA,Temperate Broadleaf & Mixed Forests,Temperate Broadleaf & Mixed Forests,"Mediterranean Forests, Woodlands & Scrub","Mediterranean Forests, Woodlands & Scrub","Mediterranean Forests, Woodlands & Scrub",5.06,5.06,2.415,5.75,3.335,-2.5874999999999995,10.7525,FALSE,Within IQR
26,5.29,IR,DB,Natural,Quercus cerris,Italy,42.41,11.93,14.4,936,NA,Temperate Broadleaf & Mixed Forests,Temperate Broadleaf & Mixed Forests,"Mediterranean Forests, Woodlands & Scrub","Mediterranean Forests, Woodlands & Scrub","Mediterranean Forests, Woodlands & Scrub",5.29,5.29,2.415,5.75,3.335,-2.5874999999999995,10.7525,FALSE,Within IQR
26,4.47,IR,DB,Natural,Quercus cerris,Italy,42.41,11.93,14.4,936,NA,Temperate Broadleaf & Mixed Forests,Temperate Broadleaf & Mixed Forests,"Mediterranean Forests, Woodlands & Scrub","Mediterranean Forests, Woodlands & Scrub","Mediterranean Forests, Woodlands & Scrub",4.47,4.47,2.415,5.75,3.335,-2.5874999999999995,10.7525,FALSE,Within IQR
26,4.12,IR,EB,Natural,Quercus ilex,Italy,41.71,12.38,15.5,740,X,Temperate Broadleaf & Mixed Forests,Temperate Broadleaf & Mixed Forests,"Mediterranean Forests, Woodlands & Scrub","Mediterranean Forests, Woodlands & Scrub","Mediterranean Forests, Woodlands & Scrub",4.12,4.12,2.415,5.75,3.335,-2.5874999999999995,10.7525,FALSE,Within IQR
27,5.5,IC,DB,Natural,Populus tremuloides,Canada,53.7,-106.2,0.4,467,NA,Temperate Broadleaf & Mixed Forests,Temperate Broadleaf & Mixed Forests,ambiguous,Boreal Forests/Taiga,Boreal Forests/Taiga,5.5,5.5,2.415,5.75,3.335,-2.5874999999999995,10.7525,FALSE,Within IQR
28,2.13,D,EB,Natural,Acacia aneura,Australia,-28.62444444,120.9241667,NA,211.7,NA,Temperate Broadleaf & Mixed Forests,Temperate Broadleaf & Mixed Forests,Deserts & Xeric Shrublands,ambiguous,Deserts & Xeric Shrublands,2.13,2.13,2.415,5.75,3.335,-2.5874999999999995,10.7525,FALSE,Within IQR
28,1.57,D,EB,Natural,Acacia aneura,Australia,-28.62444444,120.9241667,NA,211.7,NA,Temperate Broadleaf & Mixed Forests,Temperate Broadleaf & Mixed Forests,Deserts & Xeric Shrublands,ambiguous,Deserts & Xeric Shrublands,1.57,1.57,2.415,5.75,3.335,-2.5874999999999995,10.7525,FALSE,Within IQR
28,1.56,D,EB,Natural,Acacia aneura,Australia,-28.62444444,120.9241667,NA,211.7,NA,Temperate Broadleaf & Mixed Forests,Temperate Broadleaf & Mixed Forests,Deserts & Xeric Shrublands,ambiguous,Deserts & Xeric Shrublands,1.56,1.56,2.415,5.75,3.335,-2.5874999999999995,10.7525,FALSE,Within IQR
28,1.41,D,EB,Natural,Acacia aneura,Australia,-28.62444444,120.9241667,NA,211.7,NA,Temperate Broadleaf & Mixed Forests,Temperate Broadleaf & Mixed Forests,Deserts & Xeric Shrublands,ambiguous,Deserts & Xeric Shrublands,1.41,1.41,2.415,5.75,3.335,-2.5874999999999995,10.7525,FALSE,Within IQR
28,1.22,D,EB,Natural,Acacia aneura,Australia,-28.62444444,120.9241667,NA,211.7,NA,Temperate Broadleaf & Mixed Forests,Temperate Broadleaf & Mixed Forests,Deserts & Xeric Shrublands,ambiguous,Deserts & Xeric Shrublands,1.22,1.22,2.415,5.75,3.335,-2.5874999999999995,10.7525,FALSE,Within IQR
28,1.17,D,EB,Natural,Acacia aneura,Australia,-28.62444444,120.9241667,NA,211.7,NA,Temperate Broadleaf & Mixed Forests,Temperate Broadleaf & Mixed Forests,Deserts & Xeric Shrublands,ambiguous,Deserts & Xeric Shrublands,1.17,1.17,2.415,5.75,3.335,-2.5874999999999995,10.7525,FALSE,Within IQR
28,0.76,D,EB,Natural,Acacia aneura,Australia,-28.62444444,120.9241667,NA,211.7,NA,Temperate Broadleaf & Mixed Forests,Temperate Broadleaf & Mixed Forests,Deserts & Xeric Shrublands,ambiguous,Deserts & Xeric Shrublands,0.76,0.76,2.415,5.75,3.335,-2.5874999999999995,10.7525,FALSE,Within IQR
28,0.99,D,EB,Natural,Acacia aneura,Australia,-28.62444444,120.9241667,NA,211.7,NA,Temperate Broadleaf & Mixed Forests,Temperate Broadleaf & Mixed Forests,Deserts & Xeric Shrublands,ambiguous,Deserts & Xeric Shrublands,0.99,0.99,2.415,5.75,3.335,-2.5874999999999995,10.7525,FALSE,Within IQR
28,0.53,D,EB,Natural,Acacia aneura,Australia,-28.62444444,120.9241667,NA,211.7,NA,Temperate Broadleaf & Mixed Forests,Temperate Broadleaf & Mixed Forests,Deserts & Xeric Shrublands,ambiguous,Deserts & Xeric Shrublands,0.53,0.53,2.415,5.75,3.335,-2.5874999999999995,10.7525,FALSE,Within IQR
28,0.64,D,EB,Natural,Acacia aneura,Australia,-28.62444444,120.9241667,NA,211.7,NA,Temperate Broadleaf & Mixed Forests,Temperate Broadleaf & Mixed Forests,Deserts & Xeric Shrublands,ambiguous,Deserts & Xeric Shrublands,0.64,0.64,2.415,5.75,3.335,-2.5874999999999995,10.7525,FALSE,Within IQR
28,0.47,D,EB,Natural,Acacia aneura,Australia,-28.62444444,120.9241667,NA,211.7,NA,Temperate Broadleaf & Mixed Forests,Temperate Broadleaf & Mixed Forests,Deserts & Xeric Shrublands,ambiguous,Deserts & Xeric Shrublands,0.47,0.47,2.415,5.75,3.335,-2.5874999999999995,10.7525,FALSE,Within IQR
28,0.58,D,EB,Natural,Acacia aneura,Australia,-28.62444444,120.9241667,NA,211.7,NA,Temperate Broadleaf & Mixed Forests,Temperate Broadleaf & Mixed Forests,Deserts & Xeric Shrublands,ambiguous,Deserts & Xeric Shrublands,0.58,0.58,2.415,5.75,3.335,-2.5874999999999995,10.7525,FALSE,Within IQR
28,0.31,D,EB,Natural,Acacia aneura,Australia,-28.62444444,120.9241667,NA,211.7,NA,Temperate Broadleaf & Mixed Forests,Temperate Broadleaf & Mixed Forests,Deserts & Xeric Shrublands,ambiguous,Deserts & Xeric Shrublands,0.31,0.31,2.415,5.75,3.335,-2.5874999999999995,10.7525,FALSE,Within IQR
28,0.34,D,EB,Natural,Acacia aneura,Australia,-28.62444444,120.9241667,NA,211.7,NA,Temperate Broadleaf & Mixed Forests,Temperate Broadleaf & Mixed Forests,Deserts & Xeric Shrublands,ambiguous,Deserts & Xeric Shrublands,0.34,0.34,2.415,5.75,3.335,-2.5874999999999995,10.7525,FALSE,Within IQR
28,0.39,D,EB,Natural,Acacia aneura,Australia,-28.62444444,120.9241667,NA,211.7,NA,Temperate Broadleaf & Mixed Forests,Temperate Broadleaf & Mixed Forests,Deserts & Xeric Shrublands,ambiguous,Deserts & Xeric Shrublands,0.39,0.39,2.415,5.75,3.335,-2.5874999999999995,10.7525,FALSE,Within IQR
28,0.3,D,EB,Natural,Acacia aneura,Australia,-28.62444444,120.9241667,NA,211.7,NA,Temperate Broadleaf & Mixed Forests,Temperate Broadleaf & Mixed Forests,Deserts & Xeric Shrublands,ambiguous,Deserts & Xeric Shrublands,0.3,0.3,2.415,5.75,3.335,-2.5874999999999995,10.7525,FALSE,Within IQR
28,0.23,D,EB,Natural,Acacia aneura,Australia,-28.62444444,120.9241667,NA,211.7,NA,Temperate Broadleaf & Mixed Forests,Temperate Broadleaf & Mixed Forests,Deserts & Xeric Shrublands,ambiguous,Deserts & Xeric Shrublands,0.23,0.23,2.415,5.75,3.335,-2.5874999999999995,10.7525,FALSE,Within IQR
28,0.3,D,EB,Natural,Acacia aneura,Australia,-28.62444444,120.9241667,NA,211.7,NA,Temperate Broadleaf & Mixed Forests,Temperate Broadleaf & Mixed Forests,Deserts & Xeric Shrublands,ambiguous,Deserts & Xeric Shrublands,0.3,0.3,2.415,5.75,3.335,-2.5874999999999995,10.7525,FALSE,Within IQR
28,0.13,D,EB,Natural,Acacia aneura,Australia,-28.62444444,120.9241667,NA,211.7,NA,Temperate Broadleaf & Mixed Forests,Temperate Broadleaf & Mixed Forests,Deserts & Xeric Shrublands,ambiguous,Deserts & Xeric Shrublands,0.13,0.13,2.415,5.75,3.335,-2.5874999999999995,10.7525,FALSE,Within IQR
28,3.26,D,EB,Natural,Eucalyptus camaldulensis,Australia,-28.62444444,120.9241667,NA,211.7,NA,Temperate Broadleaf & Mixed Forests,Temperate Broadleaf & Mixed Forests,ambiguous,ambiguous,Deserts & Xeric Shrublands,3.26,3.26,2.415,5.75,3.335,-2.5874999999999995,10.7525,FALSE,Within IQR
28,2.46,D,EB,Natural,Eucalyptus camaldulensis,Australia,-28.62444444,120.9241667,NA,211.7,NA,Temperate Broadleaf & Mixed Forests,Temperate Broadleaf & Mixed Forests,ambiguous,ambiguous,Deserts & Xeric Shrublands,2.46,2.46,2.415,5.75,3.335,-2.5874999999999995,10.7525,FALSE,Within IQR
28,2.11,D,EB,Natural,Eucalyptus camaldulensis,Australia,-28.62444444,120.9241667,NA,211.7,NA,Temperate Broadleaf & Mixed Forests,Temperate Broadleaf & Mixed Forests,ambiguous,ambiguous,Deserts & Xeric Shrublands,2.11,2.11,2.415,5.75,3.335,-2.5874999999999995,10.7525,FALSE,Within IQR
28,2.23,D,EB,Natural,Eucalyptus camaldulensis,Australia,-28.62444444,120.9241667,NA,211.7,NA,Temperate Broadleaf & Mixed Forests,Temperate Broadleaf & Mixed Forests,ambiguous,ambiguous,Deserts & Xeric Shrublands,2.23,2.23,2.415,5.75,3.335,-2.5874999999999995,10.7525,FALSE,Within IQR
28,2.62,D,EB,Natural,Eucalyptus camaldulensis,Australia,-28.62444444,120.9241667,NA,211.7,NA,Temperate Broadleaf & Mixed Forests,Temperate Broadleaf & Mixed Forests,ambiguous,ambiguous,Deserts & Xeric Shrublands,2.62,2.62,2.415,5.75,3.335,-2.5874999999999995,10.7525,FALSE,Within IQR
28,2.39,D,EB,Natural,Eucalyptus camaldulensis,Australia,-28.62444444,120.9241667,NA,211.7,NA,Temperate Broadleaf & Mixed Forests,Temperate Broadleaf & Mixed Forests,ambiguous,ambiguous,Deserts & Xeric Shrublands,2.39,2.39,2.415,5.75,3.335,-2.5874999999999995,10.7525,FALSE,Within IQR
28,1.35,D,EB,Natural,Eucalyptus camaldulensis,Australia,-28.62444444,120.9241667,NA,211.7,NA,Temperate Broadleaf & Mixed Forests,Temperate Broadleaf & Mixed Forests,ambiguous,ambiguous,Deserts & Xeric Shrublands,1.35,1.35,2.415,5.75,3.335,-2.5874999999999995,10.7525,FALSE,Within IQR
28,1.23,D,EB,Natural,Eucalyptus camaldulensis,Australia,-28.62444444,120.9241667,NA,211.7,NA,Temperate Broadleaf & Mixed Forests,Temperate Broadleaf & Mixed Forests,ambiguous,ambiguous,Deserts & Xeric Shrublands,1.23,1.23,2.415,5.75,3.335,-2.5874999999999995,10.7525,FALSE,Within IQR
28,0.98,D,EB,Natural,Eucalyptus camaldulensis,Australia,-28.62444444,120.9241667,NA,211.7,NA,Temperate Broadleaf & Mixed Forests,Temperate Broadleaf & Mixed Forests,ambiguous,ambiguous,Deserts & Xeric Shrublands,0.98,0.98,2.415,5.75,3.335,-2.5874999999999995,10.7525,FALSE,Within IQR
28,0.28,D,EB,Natural,Eucalyptus camaldulensis,Australia,-28.62444444,120.9241667,NA,211.7,NA,Temperate Broadleaf & Mixed Forests,Temperate Broadleaf & Mixed Forests,ambiguous,ambiguous,Deserts & Xeric Shrublands,0.28,0.28,2.415,5.75,3.335,-2.5874999999999995,10.7525,FALSE,Within IQR
28,0.59,D,EB,Natural,Other Acacia,Australia,-28.62444444,120.9241667,NA,211.7,NA,Temperate Broadleaf & Mixed Forests,Temperate Broadleaf & Mixed Forests,Deserts & Xeric Shrublands,ambiguous,Deserts & Xeric Shrublands,0.59,0.59,2.415,5.75,3.335,-2.5874999999999995,10.7525,FALSE,Within IQR
28,1.04,D,EB,Natural,Other Acacia,Australia,-28.62444444,120.9241667,NA,211.7,NA,Temperate Broadleaf & Mixed Forests,Temperate Broadleaf & Mixed Forests,Deserts & Xeric Shrublands,ambiguous,Deserts & Xeric Shrublands,1.04,1.04,2.415,5.75,3.335,-2.5874999999999995,10.7525,FALSE,Within IQR
28,0.53,D,EB,Natural,Other Acacia,Australia,-28.62444444,120.9241667,NA,211.7,NA,Temperate Broadleaf & Mixed Forests,Temperate Broadleaf & Mixed Forests,Deserts & Xeric Shrublands,ambiguous,Deserts & Xeric Shrublands,0.53,0.53,2.415,5.75,3.335,-2.5874999999999995,10.7525,FALSE,Within IQR
28,0.49,D,EB,Natural,Other Acacia,Australia,-28.62444444,120.9241667,NA,211.7,NA,Temperate Broadleaf & Mixed Forests,Temperate Broadleaf & Mixed Forests,Deserts & Xeric Shrublands,ambiguous,Deserts & Xeric Shrublands,0.49,0.49,2.415,5.75,3.335,-2.5874999999999995,10.7525,FALSE,Within IQR
28,0.49,D,EB,Natural,Other Acacia,Australia,-28.62444444,120.9241667,NA,211.7,NA,Temperate Broadleaf & Mixed Forests,Temperate Broadleaf & Mixed Forests,Deserts & Xeric Shrublands,ambiguous,Deserts & Xeric Shrublands,0.49,0.49,2.415,5.75,3.335,-2.5874999999999995,10.7525,FALSE,Within IQR
28,0.18,D,EB,Natural,Other Acacia,Australia,-28.62444444,120.9241667,NA,211.7,NA,Temperate Broadleaf & Mixed Forests,Temperate Broadleaf & Mixed Forests,Deserts & Xeric Shrublands,ambiguous,Deserts & Xeric Shrublands,0.18,0.18,2.415,5.75,3.335,-2.5874999999999995,10.7525,FALSE,Within IQR
29,1.1,D,EB,Natural,Cassiope tetragona,Sweden,68.3,18.85,-1,304,NA,Temperate Broadleaf & Mixed Forests,Temperate Broadleaf & Mixed Forests,ambiguous,Boreal Forests/Taiga,Tundra,1.1,1.1,2.415,5.75,3.335,-2.5874999999999995,10.7525,FALSE,Within IQR
29,0.78,D,EB,Natural,Cassiope tetragona,Sweden,68.3,18.85,-1,304,NA,Temperate Broadleaf & Mixed Forests,Temperate Broadleaf & Mixed Forests,ambiguous,Boreal Forests/Taiga,Tundra,0.78,0.78,2.415,5.75,3.335,-2.5874999999999995,10.7525,FALSE,Within IQR
29,0.4,D,EB,Natural,Cassiope tetragona,Greenland,74.78333333,-20.91666667,-9.4,228,NA,Temperate Broadleaf & Mixed Forests,Temperate Broadleaf & Mixed Forests,ambiguous,Tundra,Tundra,0.4,0.4,2.415,5.75,3.335,-2.5874999999999995,10.7525,FALSE,Within IQR
29,0.5,D,EB,Natural,Cassiope tetragona,Greenland,74.78333333,-20.91666667,-9.4,228,NA,Temperate Broadleaf & Mixed Forests,Temperate Broadleaf & Mixed Forests,ambiguous,Tundra,Tundra,0.5,0.5,2.415,5.75,3.335,-2.5874999999999995,10.7525,FALSE,Within IQR
29,0.41,D,EB,Natural,Cassiope tetragona,Greenland,74.78333333,-20.91666667,-9.4,228,NA,Temperate Broadleaf & Mixed Forests,Temperate Broadleaf & Mixed Forests,ambiguous,Tundra,Tundra,0.41,0.41,2.415,5.75,3.335,-2.5874999999999995,10.7525,FALSE,Within IQR
29,0.46,D,EB,Natural,Cassiope tetragona,Greenland,74.78333333,-20.91666667,-9.4,228,NA,Temperate Broadleaf & Mixed Forests,Temperate Broadleaf & Mixed Forests,ambiguous,Tundra,Tundra,0.46,0.46,2.415,5.75,3.335,-2.5874999999999995,10.7525,FALSE,Within IQR
29,0.65,D,EB,Natural,Cassiope tetragona,Sweden,78.41666667,15.66666667,-5.7,180,NA,Temperate Broadleaf & Mixed Forests,Temperate Broadleaf & Mixed Forests,ambiguous,Tundra,ambiguous,0.65,0.65,2.415,5.75,3.335,-2.5874999999999995,10.7525,FALSE,Within IQR
29,0.85,D,EB,Natural,Cassiope tetragona,Sweden,78.41666667,15.66666667,-5.7,180,NA,Temperate Broadleaf & Mixed Forests,Temperate Broadleaf & Mixed Forests,ambiguous,Tundra,ambiguous,0.85,0.85,2.415,5.75,3.335,-2.5874999999999995,10.7525,FALSE,Within IQR
30,0.11,D,Mix,Natural,"Heath; deciduous(35-60%), evergreen(30-60%)",USA,68.78,-149.27,-10,300,NA,Boreal Forests/Taiga,Boreal Forests/Taiga,ambiguous,Tundra,Tundra,0.11,0.11,1.51,4.4225,2.9125000000000005,-2.8587500000000006,8.791250000000002,FALSE,Within IQR
30,1.52,D,DB,Natural,"Shrub; Deciduous (70-100%), evergreen(0-30%)",USA,69.11,-148.5,-10,300,NA,Boreal Forests/Taiga,Boreal Forests/Taiga,ambiguous,Tundra,Tundra,1.52,1.52,1.51,4.4225,2.9125000000000005,-2.8587500000000006,8.791250000000002,FALSE,Within IQR
30,0.65,D,Mix,Natural,"Heath; deciduous(35-60%), evergreen(30-60%)",USA,68.63,-149.5,-10,300,NA,Boreal Forests/Taiga,Boreal Forests/Taiga,ambiguous,Tundra,Tundra,0.65,0.65,1.51,4.4225,2.9125000000000005,-2.8587500000000006,8.791250000000002,FALSE,Within IQR
30,0.58,D,DB,Natural,"Shrub; Deciduous (70-100%), evergreen(0-30%)",USA,68.57,-150.32,-10,300,NA,Boreal Forests/Taiga,Boreal Forests/Taiga,ambiguous,Tundra,Tundra,0.58,0.58,1.51,4.4225,2.9125000000000005,-2.8587500000000006,8.791250000000002,FALSE,Within IQR
30,1.88,D,DB,Natural,"Shrub; Deciduous (70-100%), evergreen(0-30%)",USA,68.57,-150.32,-10,300,NA,Boreal Forests/Taiga,Boreal Forests/Taiga,ambiguous,Tundra,Tundra,1.88,1.88,1.51,4.4225,2.9125000000000005,-2.8587500000000006,8.791250000000002,FALSE,Within IQR
